Year,Lvl 3 BU Desc,BU,Scenario Label,Sum Cost Cat,Source Resource Category,Source Summ Resource,Source Summ Resource Desc,Source Resource and Desc,IPS Code and Description,Funding Project,Funding Project and Description,Funding Project Desc,Reason Desc,Proj Code and Desc,IPS Code and Desc,IT Org,Operational/EDE Project,Forecast Adjustment Reason,Date,Mechanism,Column59,Month,Target Adjustment,Accounting Period,DateKey,Owner Assigned Function of Project,Source,Source Resource Code,Financial Scenario
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Jan,13714,1,20250101,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Feb,13714,2,20250201,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Mar,13714,3,20250301,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Apr,13714,4,20250401,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,May,13714,5,20250501,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Jun,13714,6,20250601,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Jul,13714,7,20250701,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Aug,13714,8,20250801,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Sep,13714,9,20250901,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Oct,13714,10,20251001,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Nov,13714,11,20251101,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID956,F1PPIID956 - PeopleSoft PUM Upgrade Program 2025,,,,,,,"February PCR approved, funded from Placeholder - PUM",2025-03-05 00:00:00.000,PCR,,Dec,13714,12,20251201,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID938,F1PPIID938 - Annual ServiceNow Enhancements 2025,,,,,,,"February PCR approved, funded from Placeholder - ServiceNow",2025-03-05 00:00:00.000,PCR,,Oct,-457,10,20251001,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID763,F1PPIID763 - Net Metering (EAL - 2024 / Others - 2025),,,,,,,March PCR approved,2025-03-17 00:00:00.000,PCR,,Jan,24939.5,1,20250101,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID763,F1PPIID763 - Net Metering (EAL - 2024 / Others - 2025),,,,,,,March PCR approved,2025-03-17 00:00:00.000,PCR,,Feb,24939.5,2,20250201,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,Apr,5760,4,20250401,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,May,5760,5,20250501,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,Jun,5760,6,20250601,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,Jul,5760,7,20250701,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,Aug,5760,8,20250801,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,Sep,5760,9,20250901,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,Oct,5760,10,20251001,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,Nov,5760,11,20251101,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID932,F1PPIID932 - BeyondTrust Migration from PowerBroker to Privilege Management for Windows,,,,,,,March PCR approved moving funds to placeholder,2025-03-20 00:00:00.000,PCR,,Dec,5760,12,20251201,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID883,F1PPIID883 - Best Bill Analysis,,,,,,,"March PCR Approved, moving funds to placeholder",2025-03-25 00:00:00.000,PCR,,Jan,-17287,1,20250101,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID883,F1PPIID883 - Best Bill Analysis,,,,,,,"March PCR Approved, moving funds to placeholder",2025-03-25 00:00:00.000,PCR,,Feb,-17287,2,20250201,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID883,F1PPIID883 - Best Bill Analysis,,,,,,,"March PCR Approved, moving funds to placeholder",2025-03-25 00:00:00.000,PCR,,Mar,-17286,3,20250301,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID762,F1PPIID762 - BDEX Upgrade 2024,,,,,,,March PCR approved to fund Bdex Licenses from Placeholder,2025-04-01 00:00:00.000,PCR,,Apr,-27526,4,20250401,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID755,F1PPIID755 - MFA Solution MyEntergy and Mobile,,,,,,,April PCR approved moving funds to placeholder,2025-04-08 00:00:00.000,PCR,,Apr,55719,4,20250401,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID755,F1PPIID755 - MFA Solution MyEntergy and Mobile,,,,,,,April PCR approved moving funds to placeholder,2025-04-08 00:00:00.000,PCR,,May,55719,5,20250501,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,ADJ_SUMMARY,OTHER DIRECT COSTS,ADL - Adjustment Loader,,F1PPIID755,F1PPIID755 - MFA Solution MyEntergy and Mobile,,,,,,,April PCR approved moving funds to placeholder,2025-04-08 00:00:00.000,PCR,,Jun,55719,6,20250601,IT: IT,Adjusted Forecast,ADL,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Jan,3055,1,20250101,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Feb,3055,2,20250201,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Mar,3055,3,20250301,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Apr,3055,4,20250401,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Jan,1067.360268581895,1,20250101,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Feb,1067.360268581895,2,20250201,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Mar,1067.360268581895,3,20250301,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Apr,1067.360268581895,4,20250401,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Jan,2221.7134316337674,1,20250101,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Feb,2221.7134316337674,2,20250201,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Mar,2221.7134316337674,3,20250301,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID756,F1PPIID756 - AMI HW Refresh Cycle,,,,,,,December PCR Approved AMI,2025-02-18 00:00:00.000,PCR,,Apr,2221.7134316337674,4,20250401,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Jan,2132.7,1,20250101,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Feb,10053.84,2,20250201,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Mar,9353.84,3,20250301,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Apr,4453.84,4,20250401,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,May,6680.76,5,20250501,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Jan,771.345277154774,1,20250101,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Feb,3636.227318080252,2,20250201,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Mar,3383.05448833001,3,20250301,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Apr,1610.8446800783133,4,20250401,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,May,2416.26702011747,5,20250501,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Jan,1547.4390585356364,1,20250101,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Feb,7294.839735672117,2,20250201,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Mar,6786.935510523271,3,20250301,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,Apr,3231.605934481343,4,20250401,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID671,F1PPIID671 - Middleware Upgrade Program 2024,,,,,,,February PCR approved to move funding from 2025 FP to the 2024 FP,2025-02-25 00:00:00.000,PCR,,May,4847.408901722014,5,20250501,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Jan,3506,1,20250101,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Feb,4000,2,20250201,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Mar,5000,3,20250301,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Jan,1081,1,20250101,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Feb,3000,2,20250201,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,002 - Direct PR Loader,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Mar,3750,3,20250301,IT: IT,Adjusted Forecast,002,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Jan,4543,1,20250101,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Feb,1400,2,20250201,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,890 - Other PR Loader,,F1PPIID673,F1PPIID673 - Aging Fiber Replacement 2024,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Mar,1750,3,20250301,IT: IT,Adjusted Forecast,890,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID924,F1PPIID924 - Aging Fiber Replacement 2025,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Jan,-3506,1,20250101,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID924,F1PPIID924 - Aging Fiber Replacement 2025,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Feb,-4000,2,20250201,IT: IT,Adjusted Forecast,003,Adjusted Forecast
2025,,,Adjusted Forecast,CA_CAP_SUM,DIR_SUMMARY,PRL_SUMMARY,PAYROLL,003 - Base Payroll,,F1PPIID924,F1PPIID924 - Aging Fiber Replacement 2025,,,,,,,PCR Approved Moving funding from 2025 FP to the 2024 FP,2025-03-05 00:00:00.000,PCR,,Mar,-5000,3,20250301,IT: IT,Adjusted Forecast,003,Adjusted Forecast
